,0,1,2,3
3117, Var ligger Min tanke är det här men om jag kan använda teknologi? Jag känner mig igår. Jag går jag blir lite crazy record sedan. Jag började jag tänker ibland som jag har den här känslan som jag tänker ibland tänker då. Kom ihåg något lite grann för jag hade inte riktigt men nu går jag tillbaks och läser min transcripts från en jag Google Search typ mitt gärna allt det som stoppet inför förra okej.,2059.0,2119.0,220401_001_me.wav
3118, Påminn relation med sand eller någonting sånt. Jag glömmer inte bort. Jag behöver inte alls med barnen och då har jag också language Model som jag nybyggare den större. Men när som 500 gånger större är 17000 gånger större än den första.,2119.0,2149.0,220401_001_me.wav
3119, Thank you Jag går till toa snabbt. Men det här är den här min tankar. Vi skulle det stå.,2159.0,2173.0,220401_001_me.wav
3120, Black Russian,2215.0,2219.0,220401_001_me.wav
3121, alltså moxilin soy sauce,2225.0,2229.0,220401_001_me.wav
3122, men det kanske inte smakar inte det här med.,2243.0,2262.0,220401_001_me.wav
3123," Ha en fysisk ställa environmental saker som håller i mitt minne en sak som jag tänkt på när jag är gammal Min min vän till mig som jag gjort så här test snö jag om frågor på den mig också language morgon samma fråga om att jag är tre svar då är som want to do alltså såna svaren som jag ger man kan göra då alltså, men jag vet inte fortfarande.",2262.0,2321.0,220401_001_me.wav
3124," Det var väldigt inte tyckte om men jag tror det kan vara helt och hållet men det är inte så jag tror inte att det är en sån här saker som jag ser som ska försöka börja nx3 är mer som en apa som gör ni för då kunde lära sig lite grann som ligger i en person men nu även nu, men kan använda foreo.",2335.0,2391.0,220401_001_me.wav
3125, För att Label att säga som de presentacion. How do you have time for Old Men,2391.0,2410.0,220401_001_me.wav
3126, Paper man kan lära sig med den här extrema Okej då kan man lära sig mycket mer om hur hjärnan Fungerar du med olika tänka på det som en en väg som det här var gjorde idag då kanske från dig men ser sig själv som inte behöver man när man ska försöka kolla på improvements och allt möjligt andra kod på brunkål.,2410.0,2465.0,220401_001_me.wav
3127," Om vi om jag om jag gör det med experiment på mig själv och på nästa Deco puss, då kan ju då kolla de här sakerna mycket bättre i andra personer med mycket, men då kan vi titta på det vad tror den är god, men det är det här som en stor att det var det så kul om du kunde förstå vad jag har för tråkigt det då. Jag kan göra en modell där var jag kanske har alla.",2470.0,2531.0,220401_001_me.wav
3128, Alla den personen jag är med familjen den personen. Ja men då har jag en stor klockren men alla de här som är det friends and the side of the det som händer med den här saker som jag vill jag vill kunna se så har de gjort en blänkare en Nej jag bryr mig inte. Jag vet inte om det här my life Egentligen så tycker jag inte om encode så mycket jag får som jag vet inte. Jag tycker det var det Alltså jag tänker på det som men Gustav han som tycker om dig på annat sätt.,2530.0,2589.0,220401_001_me.wav
3129, Men det är de här som sitter framför en dator hela mitt liv Seebach en väldigt stor fisk jag helt och hållet slutet tänka på images of the future och det var dåligt för mental on the Mushroom and The Fast and The crab Rave Jag vill jag som jag gör eller varför jag tror att det är intressant att det är allt jag använder ju.,2590.0,2649.0,220401_001_me.wav
3130," Nej det vill jag inte mår så bra, men jag är lite orolig att jag kommer inte komma in på den gå antingen på eller Colombia men jag vill men jag vill inte vara då behöver jag istället de här riktigt coola saker hela tiden egentligen så skulle jag vilja vara där. Jag vill då tänker jag tänker då. Jag tänker att det är bättre att bara väldigt gärna även om du vet.",2650.0,2700.0,220401_001_me.wav
3131, Hon kanske göra en på Bright i hallen usb3 någonstans där var ju alla våra vänner på att bo med som grekiskt ut i New York som får inte 50000 i månaden riktigt svårt att över. Jag skulle behöva väldigt något skolan. Jag skulle behöva så fortfarande om jag kommer tycka att exciting was case också.,2704.0,2755.0,220401_001_me.wav
3132, Ballingslöv Jag har en perfekt men jag har inte tag jag kanske behöver Så då jag kanske Jag kanske men jag vill inte jobba. Jag vill jobba med tack. Jag har ingen Ge mig en bajs. Jag vill göra lite less. Hur länge skulle jag vilja hjälpa dig på psychology människor med det men ja jag har men jag har väldigt mycket så du jobbar på som jag aldrig har tid och så jag vet inte riktigt.,2763.0,2823.0,220401_001_me.wav
3133, Modellerna svårt för dig. Jag vill jag vill vara klasser. Ska vi göra det? Då? Behöver jag lägga in någon mer om jag får en paper to att jag får några intressanta findings. Thank you for några intressanta findings tror jag är lite Jag har så mycket som jag vill nyttja som jag kan välja en känslig Verisure Det var Det var då hör också här frågan med det här. Jag har en lite ärenden som ingen mer som gör respektive Gustav Du kan ju väldigt hjärta respektive behöver ingen saker Google open source,2823.0,2883.0,220401_001_me.wav
3134," En person thank you so much Open for website, Alla som vet att det är deras tänk you.",2883.0,2933.0,220401_001_me.wav
3135, Coolt att jag andra styrkor men Gustav på dig just nu. Jag kan faktiskt förstå det som är det är ganska sinjali det som han gjorde med men med openvault innehåll.,2943.0,3000.0,220401_001_me.wav
3136," Är en Jag vet inte men det gör jag också, men jag bryr mig inte så kan jag få 100 på denna tänkte jag är ingen som som att det är bara för jag klarar mig själv. Jag tror Jag tror det känns så som Big Eyes of the professional.",3003.0,3054.0,220401_001_me.wav
3137, Jag vill vinna de andra personer dör. Jag har inte alls men ändå för jag tycker inte om dig. Jag tycker att det är helt upp de här med liknande situation som man ska försöka igen. Ja det ska vara,3123.0,3184.0,220401_001_me.wav
3138, Asian Nothing More nobles and whistles,3183.0,3186.0,220401_001_me.wav
3139, Thank you,3233.0,3237.0,220401_001_me.wav
3140, Hej pappa när du sitter på kan inte sluta gjorde det lite grann Det som jag känner du pappa. Det finns jättemånga personer som slutade bli vänner Ugly Duckling på procter and Gamble som jag riktigt älskar som det kan vara troligt som jag tyckte som dels Company i armén bättre person. Jag är så mycket glad. Hon är det kan vara runt omkring dem att de ska att de ska du CP för att om det var som det känns bara,3239.0,3298.0,220401_001_me.wav
3141," Hon distanser det var innan hon innan hon började trilla och undrade var en konversation som vi hade den här en gång en där var förstås vet inte om jag tycker att det är roligt med solsken jazz, men jag tycker inte jag tycker att det är så mycket att visa det finns jättemånga larver människor i Sverige och Yes of course happening, du är kul att vara här och träffa aldrig några veckor.",3299.0,3353.0,220401_001_me.wav
3142, Nej det är det är nog shallow i alla All The Culture of the couch after larvi om du vill vara här eller så hittade dem också hade tänkt på det så här också att det kanske skulle vara så mycket större här exakt. Det är det också på den här stället Är så obsessed men här som startar. Den gör det kanske ställa Jag vet inte om du skulle varit så mycket större om du var här. Jag trodde bara personer i mycket mer så mycket mer som vet om jag tycker om kaffe.,3359.0,3405.0,220401_001_me.wav
3143, What is a small waist?,3410.0,3414.0,220401_001_me.wav
3144, Har du bara har en människa på söndag att det ska vara så men alltså den här kan du ta dem de som säljer sig själv till very type of person pappa helt och hållet.,3462.0,3496.0,220401_001_me.wav
3145, Du vet vad alla tycker ni tror? Han är det larviga sig som finns Bubble Everything is Tim Ferriss find Friends Jag kan inte find en flickvän det känns det Känns som han Android calls den här min pappa kallt kommer det vara helt bara Barbies alltså housewife restaurang COOP Vendelsö Det var nog right.,3498.0,3554.0,220401_001_me.wav
3146, Jag vill ha pass No choice vet inte alltså jazz of Glory Euro I have your glory också pappa you Curious Droid work and travel to the Wasp din Legacy finns i Dubai the Industry Stanton killstream och Ida Nej det är inte något som är jobbigt för dig att hon fortfarande för att hon jobbat hårt på hela sitt liv. Why Not only good for you write a letter in på loppis.,3558.0,3618.0,220401_001_me.wav
3147," Hotell i Stockholm på raken inte ha massa ställen, det ska vara tre ställen. Jag tror inte jag ska försöka en jättestor sak som är som jag ser det största problemet som det största problemet som du har jag tror att du har en ganska dålig relation med Gustaf vi kan gå tillbaka till magi. Jag tror att jag har en ganska ganska ganska dåliga för jag vet men han älskar dig. Jag tycker att du är nog dags att man har en till.",3628.0,3683.0,220401_001_me.wav
3148, Las Vegas värsta stranden som finns stora vattenfontän Peter Jämte Master bedroom Thanos,3687.0,3711.0,220401_001_me.wav
3149," tycker så att mig då för jag har ju stoppat vet inte vad för nu har du det? Okej? Men gud, vad är jättecoolt? Jag har inte fått. Ikväll är jätte class right körde förbi och vad heter han Han hade en sån här sak på en släpvagn title Super restaurangen som finns hos Anders If I was like B 512mb worry about what Huawei Rising gaiman påminde pengar för dem.",3712.0,3768.0,220401_001_me.wav
3150," 10 gånger bättre jobb, men som du riktigt tro på som du tror är riktigt beautiful pappa, Men jag har något annat att göra var det som du har en haj haj Killer inside view som du ska bara okej.",3768.0,3795.0,220401_001_me.wav
3151, Vilken låg tar,3802.0,3804.0,220401_001_me.wav
3152, Behöver man betala för att komma in där så hur får man byter en bank?,3827.0,3835.0,220401_001_me.wav
3153,"Yeah, this is 661 right ass is Nate. Okay.",178.0,183.0,220324_004_me.wav
3154," I don't know. I just, I don't really know the apartment. Yes.",190.0,195.0,220324_004_me.wav
3155," Yeah, I've been well, I've been really well honey day problems at all. I'll be stuff. Yeah, everything is uploaded.",199.0,206.0,220324_004_me.wav
3156, I need to use the remote anymore tonight. I will. Yeah.,207.0,220.0,220324_004_me.wav
3157, What do you need it for 30? Can you support for the,224.0,227.0,220324_004_me.wav
3158, I need a little taste of fast to see if it's the same. If it's,228.0,234.0,220324_004_me.wav
3159," Yeah, the village, the shop of the convenience store.",237.0,241.0,220324_004_me.wav
3160, Let me see.,244.0,246.0,220324_004_me.wav
3161, Yeah. Yeah. I was just desperately looking for that shit.,247.0,251.0,220324_004_me.wav
3162," I might get me one, too.",255.0,257.0,220324_004_me.wav
3163," Okay, we're joining together multiple different tables and some of these and it's like a good practice to name. You'll tables. So Princeton see, on the table. I call it into a column in the middle table. I'll protect it with tea and it would be just as correct. 350, you know, and just go like 10. She just explicitly referring to sort of, which table it's coming from, and so that just makes it. So, it was some time to join. He's got the two tables that have the same calling names.",264.0,304.0,220324_004_me.wav
3164," And in that case I need to know okay, which one of these be pulling from right? But I'm just doing it these country tables and think they have no columns. Like I'm just doing the prefix has also said it. Like when you start getting more complicated, then I can send have coffee this code over to a different place and then I can reuse the same things. It just, it just, it just good. But it's, it's not necessary. Unless they have two tables, have the same thing.",304.0,332.0,220324_004_me.wav
3165," Building some queries and everything really is pretty simple and the sequel, cuz it might be beneficial to them and it was really be like later on some of their equally but once they got him in trouble, so different programs and then this segment's what we're mostly. You. See like here like something very intuitive. Like what was the table? I could have been super. Yes. One thing that's really interesting. Actually about these results. We have no kids in the table and the younger kids is big as tasty as safe as I can. Go on a date is going to be really messy. That's like one of the things that we can discuss. Yeah, but I mean, it's probably like some of the biggest shit on that fix and shit, you know, I like the most watched video on YouTube is like,",335.0,391.0,220324_004_me.wav
3166," You know those we had two kids things, no more like baby. What parents do nowadays will turn on some crazy fucking shit and they just let it play for hours and how is it? How is it?",391.0,411.0,220324_004_me.wav
3167," Precisely. Exactly. And not seems like, that seems like a pretty big. So the thing is that like we can use that as a proxy as well to look at soda.",414.0,424.0,220324_004_me.wav
3168," Yeah, I like pivoted those columns. I just like rent-a-space segments. Wait. Yes, it is. Because if he, if you're using, I mean, see, you see it? Like sometimes I hear maybe it's in one of these people. If you'll like the same name calling names, you want to be able to know which one that coming.",426.0,455.0,220324_004_me.wav
3169," But awesome anime. That's interesting. What's the sub ratio of the opposite likely to use subtitles? And then you can see this is almost as well as when you go down to the last one, the subtitle meet us. There, a metric us on this tastes a segment. Okay, let's look like",456.0,486.0,220324_004_me.wav
3170," Look at the actual point of all these for that. That'd be really useful, so that it is as /, / 0. So, and I'm disabled. Okay? This probably about a Waitin to figure that out. So we actually got the subtitle thing and how do you name a number?",489.0,528.0,220324_004_me.wav
3171," It was right. Not make sense, looks fantastic. If we just go through and do all of these all these things that we can like really like take a look at all the results and stocks. Like looking in that shed so I can just continue doing this shit.",531.0,546.0,220324_004_me.wav
3172, I was terrible.,559.0,561.0,220324_004_me.wav
3173," The reason we were going was because my roommate was going to go see his girlfriend. Who's out that for 33 months. No, no, no, no, no. No. It was it was it was a Saint Simon.",565.0,582.0,220324_004_me.wav
3174," I mean, it's and the thing is that I was always kind of opposed to it because it was like, yeah, the cement feel like we were roommates in a freshman year and my roommate's now, man. It's so like was meant to be sort of like a mini Simon and calda going to get. Yeah. I'm going to go and, you know, and so call her. And I were going to go for like, 4 days of it and just go hot to go backpacking, bazaars and stuff. But like, Simon the whole time he just like ditched us all the time and it was like, you know what the airport you know, when is tickets 11? The walking in the covid tests weren't coming through or something like that, miss my flight and left. You know, I just got on the flight and then we made it through but like I said, it's like it's always thought it wasn't like for us, you know, it was just his like thing his way of some of weaseling it out since I combine the two trips, you know, when she was kind of like she kind of like cheated and like everything sort of exploded and they",584.0,645.0,220324_004_me.wav
3175," And then everything in the middle of what and he went catatonic but like and we have to like stop off for a day and chat like tripping about to go Nia because like the tent that we rented, wouldn't walk right hand Patagonia is like, you know, it's like minus at nights and then like 86 during the day, you know, and is this the weather just goes like fucking crazy and the wind with 80 mph and it was raining and snowing. And the thing is that the content and clothes and so every we just were flooded with water like every night, and I got bit by like a spy, do something like that animal. And my hand swelled up to double its fucken size, you know, and so I was like, no fucking sleep, no fucking anything. And like we had both with books and I keep up with the chest that we can. We play chess out like a mountain top.",644.0,697.0,220324_004_me.wav
3176," Who does a shivering in the desperately? Ridiculously Wendy constantly. It was on The Winning Side, like, tropical storm levels of wind. Yeah, and so it was just, we came back, just like shivering in like a pain, like Daddy, you know, all of our food. We got drenched through so we have no fucking food. We have like, backpacks, like six seven hours, like, like in the morning after having not season for like, you know, like 12 hours, you know, before. And so, we haven't eaten for a day and oh my God, it was we came back to them just broken off and everything exploded. And then we just like fuck it just it just went and Cena and the shit just went bad cuz you can yeah, it was it was just",704.0,754.0,220324_004_me.wav
3177," It was just fucking it was just fucking wild. Yeah, everyone everything. Just go to a hiking trip was just like, backpacking, just 11 terrible. Yeah, but it's, it's, it's, it's, it's, it's okay. It's okay to come back. It was like three fucking red-eye flights. And so I got like, you know, the whole trip probably less than 24 hours of sleep and it just locked their Dreadful. Yeah, absolutely.",754.0,782.0,220324_004_me.wav
3178, That's always always fucking girlfriend drama.,785.0,789.0,220324_004_me.wav
3179," Balance, balance your ethical Compass, you know, kind of him, if you know what I mean. I feel like it but like, I, I think they want they wasn't ready.",791.0,808.0,220324_004_me.wav
3180," They're getting a 69, you want it?",810.0,813.0,220324_004_me.wav
3181," Yeah, I can make boys and beautiful look like",814.0,818.0,220324_004_me.wav
3182," This is your chance to see had more like one more. Something that Mike was Turkey, was curious. What her pro at least in this subset. At least amount of shows to watch it. Every time something was watched. I think that dad like those difference would have conceptions of what I meant for something to be watched or something to be streamed. It was longer than it was.",835.0,867.0,220324_004_me.wav
3183," Just to say that we were looking at in the state of set the most, at some shows me. What are the first? What are the first? What's the. Of time we looking? Do you know that yet? That's a passing era. Probably something about the most I'm trying languages or billete switches. Currents of watching a language. That was that was that these like, I think it was like part of this, the conversion is not your writing son of optimized. Yeah, it so, I don't know if we can like give this to them because they just be like",868.0,921.0,220324_004_me.wav
3184," What the fuck is going on? Oh, yeah, a hundred percent, but not kisses better than just provide the Anna and so",921.0,928.0,220324_004_me.wav
3185," There is, there's a, there's a package called DB sequel, something, whatever it. Allow. It allows you to query SQL using a lot simpler. I think I have it loaded in at the top here. Maybe we can collaborate and I see how it you can say it and see her standing. Okay. Yeah. Just do like sequel in. Are we won't be using SQL particular. Is it the same? Mostly everything's the same except I think of my break because we'll be using PC quote and not see polite.",931.0,978.0,220324_004_me.wav
3186," One of them's just better for large amounts of data and they, and they do a lot of the newest, some different things, but said it would be wonderful. If you could just like one of the big things, I think that we need to do as a that's like, very cool since this would have liked. See, so to get us immediately important is that to get those business dates? And so taking a look at the raw file or just printing out. The head will let you know the Fest.",981.0,1010.0,220324_004_me.wav
3187, I took like Prince. Let's just to create a new coach Unk. Yeah. Just we can just do it in our here. We'll just do like in that 10 mil. I should watch.,1010.0,1031.0,220324_004_me.wav
3188, I spoke to 19 through sequel.,1033.0,1036.0,220324_004_me.wav
3189, Papa's.,1041.0,1044.0,220324_004_me.wav
3190," And cool, so pretty much what we'll do is that we'll just do a select from then we'll just lemon.",1051.0,1060.0,220324_004_me.wav
3191," Okay, you look that's busy State, don't quite understand. Let's look at the code book.",1063.0,1076.0,220324_004_me.wav
3192," He's like a specific, probably look so we just got a date of Engagement in formats.",1076.0,1092.0,220324_004_me.wav
3193, How can I take a look at it? Really?,1092.0,1096.0,220324_004_me.wav
3194, Visit a team that seems really weird cuz that's something that we can ask them about because it be 7:00 at the end but could also decide could be the dish cut out. They cut out all the zeros. That would be an 18 84.,1098.0,1114.0,220324_004_me.wav
3195, I was thinking thinking 18 and I'd be in but then like 80.,1116.0,1120.0,220324_004_me.wav
3196," I think it was I think I think it was I think it was so like when it was reading as a file and it was reading all of the CSV and see it, whatever it like assumed that it was like a double or something like that. And then took the and then just reformatted. It was something we should look at. We should look at the raw data.",1122.0,1141.0,220324_004_me.wav
3197, Directions. But you can see,1141.0,1144.0,220324_004_me.wav
3198," Pilot list of questions for Digicel like, a beautiful and the festival. The this is also a passing era. It has this this isn't necessarily for Destiny. This is something that's wrong with. So it off. Let me just do like that to end the SQL query.",1146.0,1166.0,220324_004_me.wav
3199, So I can select program type count as an from 10 mil Group by program type. So you just,1166.0,1176.0,220324_004_me.wav
3200," yeah, that's weird.",1176.0,1179.0,220324_004_me.wav
3201," But why what's up, what's wrong with this? So it it's too soft correctly. So because all of this, all of the tea, so the only thing separating that from that from that, not mean from all of these different things and I just call them is right, and that's a common missing somewhere. It wouldn't start reading the other row as we should take a look at the data for that. It might be a problem in the day 7 of might not. So we can have to like open up the data itself.",1179.0,1218.0,220324_004_me.wav
3202, But these most likely have problems that we have to deal with no problems that they can fix e.,1220.0,1226.0,220324_004_me.wav
3203," String in there. So nobody know, B, probably with those numbers. Don't make, don't make sense. Yeah, they want like one instance of the show, be right. That should be multiple. I'd like no show. No show. But it was. It did the other person. Yeah, right. Like we should not use that data because it would it's going to it's going to be fucked up. And so we should, we should we should take a look at",1230.0,1253.0,220324_004_me.wav
3204, That's fine. Honestly right now in DC go Cruise needs to be like those can be generated and we can we can fix. We can fix all the right. Now. The the main thing to be doing we need to get done. Is that Daniel? Daniel? How you doing? Have you walked it all script?,1253.0,1274.0,220324_004_me.wav
3205," Okay, awesome. If you get if you stopped, if you just create an Oscar up, that will do the whole logistic regression like this, the simple one. No, I didn't call him is just walking on the encoding and all that shit like that. Seeing what you can do and cracking about them than we should be golden. Umbrella, do the map produced cross-eyed this this weekend or whenever I have the chance. I'm going to a rave tomorrow. So the queries, we just want to",1275.0,1304.0,220324_004_me.wav
3206," Like I was thinking about for the final presentation at, we can do that. The split, the split that makes sense to me is that you know, we're going to have like many slides. Just this is what they said. Looks like. These are all the different things. You know, these are",1305.0,1321.0,220324_004_me.wav
3207," Got my even just getting started walking. Like, once you get to a good spot with the with the SQL queries just like getting a final project template. Like the actual presentation. I'm like starting on that cuz like I feel like we can finish like the whole project in the next like 2 or 3 weeks and then we don't have to be an immensely helpful hundred percent. We can even like have a final presentation like complete and then we all we have to do is like practice it, you know, and do all these things, and then we can get it out of the fucking way. So we do, it doesn't stay with the other classes. That sounds good. Okay, so in terms of timeline,",1321.0,1362.0,220324_004_me.wav
3208," In terms of timeline, let's Maybe.",1363.0,1367.0,220324_004_me.wav
3209, Got the generation tables doesn't doesn't really make any sense so far cuz you don't have the full screen. So just building out the sequel Curry's and getting a final presentation template.,1367.0,1381.0,220324_004_me.wav
3210," Airline Packages, yeah, really. That would that would be beautiful and if you just keep them walking on these the sequel Curry's week cuz we're going to need to start getting not just of the overview ones, but it was supposed to have, like, thinking about what Collins we want to add. It would be interesting to try to understand English at weaning specific tape, which type of content, or what kind of cheese are you singing? Those things are going to be really fucking fantastic. We need to be nice. Like, I understand all of those things in order to build out the tables cuz we all feel like part of our thing is to is to sort of like the data visualization, the date of his PlayStation and all those things, but then there's also the the component of adding things that the logistic regression will find useful. So the thing is about like stuff about like the taste",1384.0,1444.0,220324_004_me.wav
3211," Edmonton things. I got. Something not that all can into it, but that's something not that the logistic regression can into it already by looking at Old to call them. So, it will. Realize, I do, you know, takes place. This size is a segment is highly correlated with this subtitle language preference. To those things on, are more useful for the actual visualization, understanding the data, then it is necessary for the logistic regression. Logistic regression is about to do. We need, we need like all them. That will actually help with his two crashes, regression determine.",1444.0,1476.0,220324_004_me.wav
3212," Yes, the problem is that we don't really know yet because we need that data sat. That's going to walk with the. It's like we going to, we want to be able to us.",1476.0,1487.0,220324_004_me.wav
3213," Continuing needs to go. We'll get the day to start running. I will get that will get that thing running. The mapreduce process. Got the dataset, do logistic regression. Make sure it works. And then we can fasting the different queries because there's no point in like adding the queries from Southern Cleary's. If it already does, a really good job on the standing mean,",1487.0,1509.0,220324_004_me.wav
3214," Catcher. Throwing a, I mean, just the the, the site, I think of a 22 or something 24. It seems that we have 2024, different. Different fact, is we have more than that though because one hot, and Coatings again, that we going to need that in order to generate the fee chat Matrix, for instance.",1514.0,1534.0,220324_004_me.wav
3215," We're going to need to have the one about encoding princess for the language tag is that there's going to be you know, if that was 53 different like languages or whatever included 16 different languages that are included. Then you going to have to have like 60 different zeros, themselves into these encoding. So each observation will represent one row in this Lodge encoding featured basil, set rights, and what you'll have what we need to not something that we can do some research or so.",1535.0,1579.0,220324_004_me.wav
3216," The first thing to do, just make a very, very simple simple feature. Matrix include two different at two of the different columns. So we'll just stop by seeing if it walks with the in, which you only lest the program, type or the program, titled, the language, chosen the playback language for instance. And then that just dude left, we can just do a logistic regression on that fast, is that make sense. So that's what he was supposed to write it on the board. So what we're going to need to if you just search up like how to",1579.0,1614.0,220324_004_me.wav
3217, How to create 10in coatings on a on a day to set it up and figure it out and then you can also do another one. If you complete do another walk in the encoding of adding a couple more of the features in,1614.0,1631.0,220324_004_me.wav
3218," Yeah, he's going to need help with, then couldn't. Because the thing is, I do. I am the one, the one hunting Coatings chat either but like it's it's probably some shit. You can just land of a thousand some guys in line. So I'll figure that out.",1638.0,1653.0,220324_004_me.wav
3219," Yeah. So before we do the date question before, the meeting just an action items that we have to look at the rules CSV and see what it looks like in the CSV. So just open up the CSV. See if it like is the date in correct format in the CSA. Just like open up. Yeah, I can also do that on the lamp.",1665.0,1685.0,220324_004_me.wav
3220," I can also do the thing that we have to just a little action item if you can like ride ride to down, is",1692.0,1701.0,220324_004_me.wav
3221," See what we can, even just we can do that. Now. It's the one that's been open the 10, mL. I can also just check it on the lam 27 right now, shs.",1701.0,1712.0,220324_004_me.wav
3222," But it's yeah, I can do it easier in the in the command line on the land to 7.",1713.0,1723.0,220324_004_me.wav
3223, I'll push it to the gifts.,1725.0,1727.0,220324_004_me.wav
3224, Ctrl + 10 mil.,1727.0,1731.0,220324_004_me.wav
3225, Sample. CS had Academy just like I'm want like interest equal to understand Disney plus server service things that are going to be like somewhat like informative friendly anyting.,1731.0,1754.0,220324_004_me.wav
3226," Just if you think it's interesting, just just write it and see.",1755.0,1760.0,220324_004_me.wav
3227, The dates are fine. It's just been.,1761.0,1765.0,220324_004_me.wav
3228, It's all luck. That's what the date. Look Who's Talking?,1766.0,1769.0,220324_004_me.wav
3229," Yeah. Spot that's been the passing of it. That's a fantastic thing to figure out if you can, like figure out how correct play, how to do whatever so that the and then write those queries to see. So there's like, okay when the day to start when it starts where Aunt when it ends that would be beautiful, but it's not an obligate since equal rights being loaded in this equal. So something",1772.0,1803.0,220324_004_me.wav
3230, This person is date like this. It started like this.,1815.0,1819.0,220324_004_me.wav
3231," Yeah, the next time. It's definitely look at units format made it since you don't have time to last since the day.",1825.0,1832.0,220324_004_me.wav
3232," Okay, sick.",1857.0,1859.0,220324_004_me.wav
3233," That all of that, all the files. I just organized that thing, so it should walk will do.",1861.0,1868.0,220324_004_me.wav
3234," Yeah, it's it's a long fucking scrap. That's the right. Okay. Yeah.",1870.0,1876.0,220324_004_me.wav
3235," Yeah, so this is like yeah, I'm at we'll see, we'll see how it works. If it works. So what the thing is about like it's it's also good worst case. If we like, front-load love this watch. We can actually got, we can actually might can actually help cuz he won't feel like Radisson in that. She said of giving us, we can be like look at whatever shit we produce and then he can fix it. And then it's so much easier. The exactly was it supposed to give it a shot and see how low.",1877.0,1908.0,220324_004_me.wav
3236," So out to the Hundred Days thing did not like I'm never going to go to another event. Again is the first one I've gone to and it was just it was just such an ass man. I was I just yeah the thing is I went out to smoke a cigarette I couldn't get back up. And so yeah, and so I ended up just walking around like downtown and just talkin to random security guards. Be much. Yeah.",1920.0,1947.0,220324_004_me.wav
3237," Do do Ismael. It wasn't? Yeah, it was it was a lot. It was it was a lot but then I just and then I came back and shit just started going down. And I started seeing just like the detritus of all of this of our class just like tossed out into the street and just all the vomit, you know, I got like to go phone and all of my shoes cuz I like just fucking take like three drinks and chill out. You know, like what is the gross?",1947.0,1983.0,220324_004_me.wav
3238, We say.,1990.0,1991.0,220324_004_me.wav
3239, Is our emails about that. I'll let you know about that. I haven't checked at. Did you have to take this evening?,1991.0,2001.0,220324_004_me.wav
3240," They think they know what we've done and we'll have when my while you're walking through some of the day. So just see if she has any questions come up and write them down, everyone. It would be good. If everyone just brought like one question, even if it was just if you figure out the dates yet and figure out the times between those things. I'd be beautiful bring even just a bulshit question. Same question about about like, I feel like everyone brings one question. We should be chilled something. Even if it's just about Disney or it's about the costing them about that job or some shit like that, you know,",2007.0,2042.0,220324_004_me.wav
3241," yeah, yeah, if we if we have it at like make make like meeting notes just so we can walk through something and just we can say we should we take",2043.0,2063.0,220324_004_me.wav
3242, I know I've just been staying at Sandra's birthday to. It was on a Tuesday.,2075.0,2083.0,220324_004_me.wav
3243," Yeah, I lost my fucking phone somewhere in the room. That ain't came in early today. I was like, why is this phone has love that.",2084.0,2094.0,220324_004_me.wav
3244, How about you is good.,2094.0,2096.0,220324_004_me.wav
3245," Oh, both days.",2097.0,2098.0,220324_004_me.wav
3246, Accordion.,2101.0,2103.0,220324_004_me.wav
3247, How fat I was putting myself in bed.,2105.0,2109.0,220324_004_me.wav
3248, Other news. Job. That's fantastic. What y'all doing?,2112.0,2117.0,220324_004_me.wav
3249, They send you an offer or something. Is it? Congratulations?,2123.0,2128.0,220324_004_me.wav
3250," Yeah, but seem like a really rough fucking process job.",2129.0,2135.0,220324_004_me.wav
3251," Yeah, I mean, that's the whole that's what a joke. I mean thing is most skills of people have. Unless it's like a very specific kind of scale. This is like a coding. All I got whatever almost you never actually end up using them as much. Most of your most of what you're probably going to do is just like, just like random like shit walking hymel's. That's like what most jobs are like one cool thing, but like most of it most of it's just, it's just like emails and just bullshit.",2144.0,2175.0,220324_004_me.wav
3252," Good. Yeah, I agree with that. I think I think people should get paid for that time. But then again it's also like that would also make it to that like people decide to live father. Like we have a lot that was opportunity getting in Floyd know. But it would mean that like most most jobs are scented most offensive in the middle of the city and so like only rich people would be, would have thought Bethel.",2178.0,2204.0,220324_004_me.wav
3253," Yeah, I know. But unless they've got that, that is pastina with what whatever. Like yeah.",2207.0,2214.0,220324_004_me.wav
3254, That's good.,2216.0,2218.0,220324_004_me.wav
3255, Congrats santastic.,2219.0,2222.0,220324_004_me.wav
3256," It's going to be Seattle, you know, Ari work things out.",2224.0,2227.0,220324_004_me.wav
3257, Are you still in break?,2234.0,2237.0,220324_004_me.wav
3258," by the way, it's a really good to have explicit conversation about",2244.0,2250.0,220324_004_me.wav
3259, What it means to be on a break or not. It's like really important because and are you guys open?,2251.0,2259.0,220324_004_me.wav
3260, Things are looking up.,2277.0,2279.0,220324_004_me.wav
3261," Black panther fight ever since it is like, yeah. I know who's wearing it every day.",2280.0,2286.0,220324_004_me.wav
3262," Oh, yeah, I'm going to I'm going to I should go to that too. I just saw him.",2289.0,2294.0,220324_004_me.wav
3263, One sec. Let me see.,2295.0,2299.0,220324_004_me.wav
3264," Hey, son, what's up?",2306.0,2308.0,220324_004_me.wav
3265," Oh, yeah, I'm going to go. I just met this guy. Just, I just saw him at leader. He was a friend from from the freshman year, and he just he's putting on the documentary that he's been walking.",2310.0,2324.0,220324_004_me.wav
