,sentence,sentence_confidence,start_time,end_time,date,original_audio
407, Remind me to death.,0.7594691514968872,0 days 01:15:26.600000,0 days 01:15:27.500000,03/16/22,220316_001_me.wav
408, Is a goat.,0.6435994505882263,0 days 01:15:28.700000,0 days 01:15:29.600000,03/16/22,220316_001_me.wav
409, It's like a dream that red house up there.,0.9066458940505981,0 days 01:15:31.500000,0 days 01:15:35.600000,03/16/22,220316_001_me.wav
410," And what about that? Looks like, smoking hotels to me.",0.8935840725898743,0 days 01:15:39.600000,0 days 01:15:42,03/16/22,220316_001_me.wav
411," 100% like a hundred bucks, whatever, if there's anything underneath, 200, 200 for one night, will do it. Oh my God.",0.8297631144523621,0 days 01:15:49.800000,0 days 01:16:03.800000,03/16/22,220316_001_me.wav
412, This place hasn't bought.,0.5104912519454956,0 days 01:16:14.500000,0 days 01:16:15.600000,03/16/22,220316_001_me.wav
413," Yeah, I know. Maybe they're going to dinner and breakfast or they closed.",0.8070616126060486,0 days 01:16:20.500000,0 days 01:16:26.300000,03/16/22,220316_001_me.wav
414, Soaking it up.,0.4878506362438202,0 days 01:16:29.800000,0 days 01:16:30.600000,03/16/22,220316_001_me.wav
415," Hola, do you guys have a room by any chance? Yes, no room.",0.8305625915527344,0 days 01:16:33.300000,0 days 01:16:39.800000,03/16/22,220316_001_me.wav
416," Okay, so",0.9713379144668579,0 days 01:16:46.800000,0 days 01:16:48.300000,03/16/22,220316_001_me.wav
417, Change. Cuz she has told me the keys behind.,0.7274690270423889,0 days 01:16:53.300000,0 days 01:16:55.300000,03/16/22,220316_001_me.wav
418, Every place to have a jump on data.,0.7011043429374695,0 days 01:16:59,0 days 01:17:04,03/16/22,220316_001_me.wav
419," Let's see if we can book online music book online for today, you know.",0.9204109907150269,0 days 01:17:08,0 days 01:17:11.800000,03/16/22,220316_001_me.wav
420," Okay, good boy.",0.7377939820289612,0 days 01:17:12.800000,0 days 01:17:13.700000,03/16/22,220316_001_me.wav
421," Yeah, let's let's sit outside the party going to the hospital and then just booked and book some place and time and we'll go that. I don't think I don't think like walking somewhere is going to how is everyone? Which is not like, they're not peanut people. Like people aren't like stuffing in this time.",0.938366711139679,0 days 01:17:20.900000,0 days 01:17:38.100000,03/16/22,220316_001_me.wav
422, 00.,0.49154970049858093,0 days 01:17:45.800000,0 days 01:17:48.600000,03/16/22,220316_001_me.wav
423, 24-hour place. That was horrible.,0.9224399328231812,0 days 01:17:53.300000,0 days 01:17:55.800000,03/16/22,220316_001_me.wav
424, What you don't like the hostel? I should really like the hospital.,0.863169252872467,0 days 01:17:57.500000,0 days 01:18:00.500000,03/16/22,220316_001_me.wav
425, Westbrook for today.,0.7302176356315613,0 days 01:18:06.400000,0 days 01:18:07.400000,03/16/22,220316_001_me.wav
426," Yeah, but they all this.",0.8479740023612976,0 days 01:18:14.500000,0 days 01:18:15.500000,03/16/22,220316_001_me.wav
427, Westgate Resort Campground like right out there on the streets.,0.8790529370307922,0 days 01:18:16.700000,0 days 01:18:22.500000,03/16/22,220316_001_me.wav
428, Java Java.,0.8152446746826172,0 days 01:18:27,0 days 01:18:28,03/16/22,220316_001_me.wav
429," Give him ask, cuz I feel.",0.7057575583457947,0 days 01:18:33.300000,0 days 01:18:34.900000,03/16/22,220316_001_me.wav
430, Give me one.,0.3404357433319092,0 days 01:18:40.800000,0 days 01:18:42.100000,03/16/22,220316_001_me.wav
431," Yeah, we should hide.",0.9295987486839294,0 days 01:18:46.600000,0 days 01:18:47.600000,03/16/22,220316_001_me.wav
432," I don't want to speak. So so do you guys have any rooms for tonight? Not, would you mind if we use your Wi-Fi to look at some hotels? Thank you so much. Thank you. Thank you. I got it.",0.939793586730957,0 days 01:18:59.100000,0 days 01:19:12.300000,03/16/22,220316_001_me.wav
433," I can we connect. Yeah, we saw this.",0.9121797680854797,0 days 01:19:17,0 days 01:19:20,03/16/22,220316_001_me.wav
434," Wednesday March 16th, what's up yesterday?",0.8058454394340515,0 days 01:19:27.300000,0 days 01:19:31.800000,03/16/22,220316_001_me.wav
435, I got Minnesota hospitals.,0.7252705693244934,0 days 01:19:36,0 days 01:19:37.600000,03/16/22,220316_001_me.wav
436, Oh 9000.,0.9668053388595581,0 days 01:19:38.800000,0 days 01:19:46,03/16/22,220316_001_me.wav
437, Lakeview private bathroom Provident Refrigeration to do it. This one only one that sold the other one to hospitals 106000.,0.8576787710189819,0 days 01:19:50.300000,0 days 01:20:04.100000,03/16/22,220316_001_me.wav
438, Don't do that.,0.6893914341926575,0 days 01:20:08.300000,0 days 01:20:10,03/16/22,220316_001_me.wav
439," Sorry, this will be like, total craziness, not to pay for it.",0.9167340397834778,0 days 01:20:11.300000,0 days 01:20:16.700000,03/16/22,220316_001_me.wav
440," If you got a plug Wi-Fi, I can. Okay.",0.8655135035514832,0 days 01:20:18.300000,0 days 01:20:24.100000,03/16/22,220316_001_me.wav
441, Becoming main cast country region.,0.7495768666267395,0 days 01:20:25.200000,0 days 01:20:30.200000,03/16/22,220316_001_me.wav
442, Us.,0.823115885257721,0 days 01:20:31.300000,0 days 01:20:32.200000,03/16/22,220316_001_me.wav
443, Flat twist with Arvest Online.,0.6853324174880981,0 days 01:20:42.200000,0 days 01:20:44.500000,03/16/22,220316_001_me.wav
444, When you think it's the one with the places?,0.9272379279136658,0 days 01:21:05.800000,0 days 01:21:08.400000,03/16/22,220316_001_me.wav
445," I can put in my check, put in credit card with my credit card. That doesn't work.",0.8273863196372986,0 days 01:21:09.700000,0 days 01:21:14.500000,03/16/22,220316_001_me.wav
446, Maybe we should have stayed off the camp. Maybe it's a hard to do this.,0.8621272444725037,0 days 01:21:22.400000,0 days 01:21:27,03/16/22,220316_001_me.wav
447," Well, that is bread and breakfast. Like,",0.819405198097229,0 days 01:21:28.800000,0 days 01:21:30.800000,03/16/22,220316_001_me.wav
448, Send it nicer.,0.6517168879508972,0 days 01:21:31.900000,0 days 01:21:33,03/16/22,220316_001_me.wav
449, And that is the only one.,0.7141000628471375,0 days 01:21:38.800000,0 days 01:21:40.200000,03/16/22,220316_001_me.wav
450," One, option weather for tonight.",0.7527064085006714,0 days 01:21:41.500000,0 days 01:21:43.100000,03/16/22,220316_001_me.wav
451, Together.,0.7888697385787964,0 days 01:21:45.500000,0 days 01:21:46.200000,03/16/22,220316_001_me.wav
452, This is that for one night and it popped passing. You're not working with Chelsea is going awesome to see if we can pay in cash.,0.8539304137229919,0 days 01:21:48.800000,0 days 01:22:03.500000,03/16/22,220316_001_me.wav
453, Now. This is Beth sofas that I can find it.,0.8660378456115723,0 days 01:22:05.700000,0 days 01:22:10.400000,03/16/22,220316_001_me.wav
454, This is a backup Place. Let's go to yours. Your spot first.,0.8241548538208008,0 days 01:22:15.800000,0 days 01:22:19.300000,03/16/22,220316_001_me.wav
455, For sure.,0.9495685696601868,0 days 01:22:20.200000,0 days 01:22:20.800000,03/16/22,220316_001_me.wav
456, Okay.,1.0,0 days 01:22:22.100000,0 days 01:22:23.900000,03/16/22,220316_001_me.wav
457, Let's just stay up.,0.8162566423416138,0 days 01:22:26.300000,0 days 01:22:27.600000,03/16/22,220316_001_me.wav
458, Do we book the whole room?,0.4063313901424408,0 days 01:22:42.200000,0 days 01:22:43.400000,03/16/22,220316_001_me.wav
459, You can I just cancel it.,0.7649055123329163,0 days 01:22:45,0 days 01:22:47.100000,03/16/22,220316_001_me.wav
460, There were a few nights.,0.4413132071495056,0 days 01:22:51.500000,0 days 01:22:53.800000,03/16/22,220316_001_me.wav
461," you, you",0.8908853530883789,0 days 01:22:59.300000,0 days 01:23:01,03/16/22,220316_001_me.wav
462, How much are Supreme wallpapers?,0.7283371686935425,0 days 01:23:04,0 days 01:23:06,03/16/22,220316_001_me.wav
463," Yeah, I know.",0.5728933215141296,0 days 01:23:07.500000,0 days 01:23:08.100000,03/16/22,220316_001_me.wav
464, Dammit on lamps. 7 minutes away.,0.76580411195755,0 days 01:23:23.900000,0 days 01:23:28.600000,03/16/22,220316_001_me.wav
465, You haven't left yet?,0.7392705082893372,0 days 01:23:31.300000,0 days 01:23:32.300000,03/16/22,220316_001_me.wav
466," Yeah, I know.",0.9689703583717346,0 days 01:23:34.800000,0 days 01:23:35.500000,03/16/22,220316_001_me.wav
467," No, I need, we need to cancel this shit. I don't know. Paint. 270 bucks. Yeah, it was so bright that side of town. So I do not want to be charged 270 box. It hasn't been walking and that score.",0.8966432213783264,0 days 01:23:38.400000,0 days 01:24:02.900000,03/16/22,220316_001_me.wav
468," Yeah, I know we need, we need to cancel this shit right now cuz we can say that we just booked them posten.",0.935100793838501,0 days 01:24:14.600000,0 days 01:24:20.100000,03/16/22,220316_001_me.wav
469," Yeah, I know. I don't know that they wouldn't have a cancellation policy.",0.9494445323944092,0 days 01:24:26.300000,0 days 01:24:29.600000,03/16/22,220316_001_me.wav
470," Hope they lost to cancel. If not, I guess we just stay.",0.9085003733634949,0 days 01:24:30.900000,0 days 01:24:34.800000,03/16/22,220316_001_me.wav
471, This one definitely has about 100%.,0.8680577874183655,0 days 01:24:40.900000,0 days 01:24:42.800000,03/16/22,220316_001_me.wav
472, It's like a nice apartment. Yeah.,0.9247692227363586,0 days 01:24:45.400000,0 days 01:24:47.400000,03/16/22,220316_001_me.wav
473," That has two Sofas in living room kitchen, view of the mountains.",0.8227343559265137,0 days 01:24:48.600000,0 days 01:24:53.300000,03/16/22,220316_001_me.wav
474," But that's the cost of two nights. So each night is only like 60 bucks, is only what last is only like 40 40 50 bucks more expensive.",0.8957129716873169,0 days 01:25:03.700000,0 days 01:25:13.400000,03/16/22,220316_001_me.wav
475," 4845 bucks, more Spencer.",0.7693545818328857,0 days 01:25:14.800000,0 days 01:25:17,03/16/22,220316_001_me.wav
476," No, it's exactly 45 bucks.",0.8720934987068176,0 days 01:25:20.800000,0 days 01:25:22.600000,03/16/22,220316_001_me.wav
477, Yeah.,0.6184052228927612,0 days 01:25:23.900000,0 days 01:25:24.200000,03/16/22,220316_001_me.wav
478, The one that's 22. X 64 tonight.,0.7750384211540222,0 days 01:25:25.600000,0 days 01:25:28.200000,03/16/22,220316_001_me.wav
479," Yes, versus 272 270. What's the difference between 180 and 2 * 2?",0.927882730960846,0 days 01:25:30.400000,0 days 01:25:35.800000,03/16/22,220316_001_me.wav
480," Or we can pay in can just like, it's like fine. We have that cash.",0.7649946212768555,0 days 01:25:39.100000,0 days 01:25:43,03/16/22,220316_001_me.wav
481, Like I have the Google Maps.,0.9753877520561218,0 days 01:25:46.800000,0 days 01:25:49,03/16/22,220316_001_me.wav
482, What Gomez?,0.8242412805557251,0 days 01:25:49.800000,0 days 01:25:51.500000,03/16/22,220316_001_me.wav
483, I know I am stopped when I try to talk to them and see if we can get cancellation.,0.9331072568893433,0 days 01:26:03,0 days 01:26:07.700000,03/16/22,220316_001_me.wav
484," Yeah, I know, but I need this. I want to pay 270 bucks. Not combated.",0.8849784731864929,0 days 01:26:10.300000,0 days 01:26:16.100000,03/16/22,220316_001_me.wav
485," Oh, because it's 272 270 box. But that is that is that is not converted. So the thing is a 270 box and we could pay the 170. 50 hundred thirty-five, you know, which I think is worth it. If we can pay in cash, we can pay in cash this imposter.",0.9394601583480835,0 days 01:26:18.900000,0 days 01:26:43.800000,03/16/22,220316_001_me.wav
486," Then I'll like take out no, no hesitancy with in regards to that.",0.8216134309768677,0 days 01:26:45.500000,0 days 01:26:49.800000,03/16/22,220316_001_me.wav
487," Possibly use up the pesos. Like we said, we would I don't think is apparently a free really good breakfast me so I can feel good.",0.8773956298828125,0 days 01:26:51.800000,0 days 01:26:58.900000,03/16/22,220316_001_me.wav
488, I say we fast on a hundred and I guess that's like fine for a hotel. Let you know. I'll see how much we've already spend.,0.8540907502174377,0 days 01:27:04.900000,0 days 01:27:12.200000,03/16/22,220316_001_me.wav
489, It's like almost there.,0.9356836676597595,0 days 01:27:19.100000,0 days 01:27:20.100000,03/16/22,220316_001_me.wav
490, Let's go that I got looks good.,0.8603463172912598,0 days 01:27:24.700000,0 days 01:27:27.100000,03/16/22,220316_001_me.wav
491," It was, let's wait.",0.6627140045166016,0 days 01:27:31.800000,0 days 01:27:33.900000,03/16/22,220316_001_me.wav
492, Nope.,0.4756127893924713,0 days 01:27:45.500000,0 days 01:27:46,03/16/22,220316_001_me.wav
493, Is the one that had.,0.767987847328186,0 days 01:27:56.400000,0 days 01:27:57.200000,03/16/22,220316_001_me.wav
494," So do you speak English by any chance? Yes, so I just like 5 minutes ago, but 10 minutes. Yes by booking. And I didn't know whether I was able to pay in cash or not here.",0.9170588850975037,0 days 01:28:26.800000,0 days 01:28:41.400000,03/16/22,220316_001_me.wav
495, Okay.,0.9729831218719482,0 days 01:28:43.800000,0 days 01:28:44.300000,03/16/22,220316_001_me.wav
496," Absolutely. Lovely. I can also pay at checkout by any chance because my, a bag is like, with a friend to a Carly backpacking, okay?",0.8606865406036377,0 days 01:28:45.300000,0 days 01:28:57.800000,03/16/22,220316_001_me.wav
497, I can't listen.,0.720907986164093,0 days 01:28:59.600000,0 days 01:29:00.400000,03/16/22,220316_001_me.wav
498," Yes, that's me campaign in cash. Right? Cuz we took out a lot of cash and then we have to get it back. So I submitted a cancellation request but like, ignore that if I would just, I just wanted, I didn't. Because when you decide that you charge the card, I was like, oh can I know? No, I haven't. I just sent a request to you guys.",0.9349308013916016,0 days 01:29:06.800000,0 days 01:29:30.700000,03/16/22,220316_001_me.wav
499, We can ignore.,0.9542291760444641,0 days 01:29:32.200000,0 days 01:29:32.900000,03/16/22,220316_001_me.wav
500, Okay. Thank you so much.,0.9876290559768677,0 days 01:29:34.200000,0 days 01:29:35.300000,03/16/22,220316_001_me.wav
501, What's this date is the 16th.,0.8934025168418884,0 days 01:29:38.800000,0 days 01:29:42.900000,03/16/22,220316_001_me.wav
502, Is this a date of issue is it? But okay.,0.9238419532775879,0 days 01:29:46.100000,0 days 01:29:51.400000,03/16/22,220316_001_me.wav
503, Really? What's the number?,0.9778344631195068,0 days 01:29:59.700000,0 days 01:30:02.300000,03/16/22,220316_001_me.wav
504," Number of nights, so too.",0.7926148176193237,0 days 01:30:04,0 days 01:30:06,03/16/22,220316_001_me.wav
505," 9 come by Tuesday nights, and I was like, I picked up.",0.8429715037345886,0 days 01:30:07.900000,0 days 01:30:13,03/16/22,220316_001_me.wav
506, Send it.,0.7780516147613525,0 days 01:30:21.600000,0 days 01:30:23.400000,03/16/22,220316_001_me.wav
507," We wonder what's up. Do you have a piece of local knowledge. So when I was backpacking by I think a spider or something and you might hand like it's wall is swelled up, you know, if there any poisonous spiders around here.",0.9060873985290527,0 days 01:30:28.300000,0 days 01:30:43.900000,03/16/22,220316_001_me.wav
508," No, that would be fantastic. Cuz it's been. It's been pretty swollen.",0.8120647072792053,0 days 01:30:44.300000,0 days 01:30:48.700000,03/16/22,220316_001_me.wav
509, Awesome. Yeah.,0.9322144985198975,0 days 01:30:53.700000,0 days 01:30:55.300000,03/16/22,220316_001_me.wav
510," And thank you so much. Yeah, cuz it's been hurting a little bit. We just came back from Fitzroy and Winston. Oh, yeah, and so we coming, but I'll tent the tent. We've rented out, the zipper didn't work. So we couldn't close the tents at 3. Have to put the safety pins.",0.9399031400680542,0 days 01:30:57.400000,0 days 01:31:25.900000,03/16/22,220316_001_me.wav
511, One will be here.,0.9182988405227661,0 days 01:31:35.700000,0 days 01:31:38.800000,03/16/22,220316_001_me.wav
512, Awesome. Thank you so much.,0.7210939526557922,0 days 01:31:44.500000,0 days 01:31:49.100000,03/16/22,220316_001_me.wav
0,So we're looking for quantity.,0.8593785166740417,0 days 00:00:01.900000,0 days 00:00:03.400000,03/16/22,220316_002_me.wav
1, Awesome. Thank you. How is that little in the front of the block that way to,0.8478870987892151,0 days 00:00:08.900000,0 days 00:00:23.700000,03/16/22,220316_002_me.wav
2," Thank you. But yeah, I'll take it out and take a look at these faces that you guys have breakfast.",0.8492409586906433,0 days 00:00:35.100000,0 days 00:00:41.900000,03/16/22,220316_002_me.wav
3," Good morning, sweetie. We love you. Would we just call down to the reception or something? How would we do it?",0.8456586003303528,0 days 00:00:46.900000,0 days 00:00:53.900000,03/16/22,220316_002_me.wav
4, I can't.,0.6429311037063599,0 days 00:00:55,0 days 00:00:55.600000,03/16/22,220316_002_me.wav
5, 49th. Thank you.,0.8917976021766663,0 days 00:00:59.500000,0 days 00:01:07.500000,03/16/22,220316_002_me.wav
6, Oh no. It cuz you didn't.,0.8893804550170898,0 days 00:01:14.200000,0 days 00:01:15.800000,03/16/22,220316_002_me.wav
7," After midnight, that's this one.",0.7820408940315247,0 days 00:01:20.200000,0 days 00:01:24.500000,03/16/22,220316_002_me.wav
8, And we have to go through that.,0.9277248382568359,0 days 00:01:26,0 days 00:01:28,03/16/22,220316_002_me.wav
9," Okay, can we we can do it, we can do it early cuz we've been sleeping. Pretty early maybe 888.",0.8643149137496948,0 days 00:01:29.700000,0 days 00:01:37.600000,03/16/22,220316_002_me.wav
10," Oh, you do off laundry service? Okay. So does it cost anything extra to do laundry? How much?",0.9356470108032227,0 days 00:01:43.700000,0 days 00:01:51.800000,03/16/22,220316_002_me.wav
11," A 1,000 pesos. Okay. Awesome. Thank you.",0.954815685749054,0 days 00:01:53.600000,0 days 00:01:57,03/16/22,220316_002_me.wav
12," Yeah, we'll keep it in the pocket. Yeah. Thank you.",0.8726592063903809,0 days 00:01:58.600000,0 days 00:02:01.400000,03/16/22,220316_002_me.wav
13, It was a nice Lounge beds.,0.8772070407867432,0 days 00:02:03.100000,0 days 00:02:15.800000,03/16/22,220316_002_me.wav
14," Yeah, okay, we'll get to thank you. Do we bring it to reception?",0.9275099039077759,0 days 00:02:16.200000,0 days 00:02:21.900000,03/16/22,220316_002_me.wav
15," Let's go fucking hate. Oh, yeah. Yeah.",0.8190650939941406,0 days 00:02:26.900000,0 days 00:02:30.700000,03/16/22,220316_002_me.wav
16," It's going to be a little more than that because of the exchange rate. And also there's some value added tax on top, if there's like a couple thousand so it's going to be like, 50 bucks a night. I'm fine. I'm fine with that. Oh, yeah.",0.9350143074989319,0 days 00:02:33.100000,0 days 00:02:48.400000,03/16/22,220316_002_me.wav
17, I do know people out this weekend. Just keep this open.,0.735314130783081,0 days 00:02:57.700000,0 days 00:03:01,03/16/22,220316_002_me.wav
18, That wasn't much fun. It was it was it next to?,0.8557050824165344,0 days 00:03:06.800000,0 days 00:03:09.300000,03/16/22,220316_002_me.wav
19, But I was the one that would be open for lunch. I guess the place was recommended Rancho Grande. I guess it's like the classics and it's like,0.9433622360229492,0 days 00:03:11.400000,0 days 00:03:18.600000,03/16/22,220316_002_me.wav
20, the old place.,0.8916037082672119,0 days 00:03:20.200000,0 days 00:03:21.100000,03/16/22,220316_002_me.wav
21, I just want to eat.,0.9875633120536804,0 days 00:03:23,0 days 00:03:24,03/16/22,220316_002_me.wav
22," I'm so tired. I want to eat. I'm going to take a shower like later, like, outside in love that. Maybe a book. You finally, that. I'm just not feeling just right now. I'm totally good with that.",0.9125317931175232,0 days 00:03:25.700000,0 days 00:03:40.600000,03/16/22,220316_002_me.wav
23, Home Place.,0.3059278130531311,0 days 00:03:43.300000,0 days 00:03:44.500000,03/16/22,220316_002_me.wav
24, The two nicest. Yeah.,0.7309538722038269,0 days 00:03:49.800000,0 days 00:03:51.400000,03/16/22,220316_002_me.wav
25, I don't think I've been this hungry.,0.9214000105857849,0 days 00:03:56.700000,0 days 00:03:59.400000,03/16/22,220316_002_me.wav
26," Yeah, just double-checking.",0.8286199569702148,0 days 00:04:01.400000,0 days 00:04:02.600000,03/16/22,220316_002_me.wav
27," Yes, please.",0.8083832263946533,0 days 00:04:04.500000,0 days 00:04:05.300000,03/16/22,220316_002_me.wav
28," Questions, appreciate it. If you would just pay for this one.",0.5714385509490967,0 days 00:04:09.800000,0 days 00:04:12.400000,03/16/22,220316_002_me.wav
29, That's it out. Maybe it locks.,0.8146994709968567,0 days 00:04:13.500000,0 days 00:04:17.500000,03/16/22,220316_002_me.wav
30, You have to see us to do laundry.,0.6810511350631714,0 days 00:04:22,0 days 00:04:27.600000,03/16/22,220316_002_me.wav
31, Musk.,0.8543122410774231,0 days 00:04:29.600000,0 days 00:04:30.400000,03/16/22,220316_002_me.wav
32, just to,0.6233726143836975,0 days 00:04:33.600000,0 days 00:04:34.200000,03/16/22,220316_002_me.wav
33," my back feels crazy. I know but if you're still at the same place as we got food at mediately. Yeah, but no I kind of thought it was got some for you on her face. Look good.",0.8860058188438416,0 days 00:04:37.200000,0 days 00:05:05,03/16/22,220316_002_me.wav
34," Yeah, but I do want to check this out. Just check it out.",0.9517233967781067,0 days 00:05:05.500000,0 days 00:05:12.700000,03/16/22,220316_002_me.wav
35," Yeah, like I'm like fine like my buddies going to take care of this probably eventually.",0.8869998455047607,0 days 00:05:17.800000,0 days 00:05:21.500000,03/16/22,220316_002_me.wav
36," Yeah. Oh, yeah, it will sweet.",0.9639313220977783,0 days 00:05:23.700000,0 days 00:05:27.400000,03/16/22,220316_002_me.wav
37," It's okay. There's no bathtub that the added, that sucks.",0.7530997395515442,0 days 00:05:32,0 days 00:05:34.800000,03/16/22,220316_002_me.wav
38," Oh, really might not have enough money. Yeah, this is going to take like a big chunk of that. I think I have like $50,000 left. This is going to be like 3:35. We have fifteen thousand pesos 15,000 to log. That's the first time in VA.",0.9050193428993225,0 days 00:05:37.400000,0 days 00:05:55.800000,03/16/22,220316_002_me.wav
39, Think she'd give us like the local places.,0.7052844762802124,0 days 00:06:00.700000,0 days 00:06:02.800000,03/16/22,220316_002_me.wav
40, Give us a local places. Not that that's Oliver for people unless you want to take some restaurants take them as payment me to like we might be able to.,0.8853849172592163,0 days 00:06:04.200000,0 days 00:06:15.800000,03/16/22,220316_002_me.wav
41, Play everywhere in the Wild on the cob. They have like a Wood Fired Grill.,0.8288928866386414,0 days 00:06:18.400000,0 days 00:06:23.600000,03/16/22,220316_002_me.wav
42, Don't do it.,0.5771538615226746,0 days 00:06:28.300000,0 days 00:06:28.900000,03/16/22,220316_002_me.wav
43, Remy.,0.42057159543037415,0 days 00:06:44,0 days 00:06:45.400000,03/16/22,220316_002_me.wav
44, Sausage.,0.8698232769966125,0 days 00:06:56.800000,0 days 00:06:57.900000,03/16/22,220316_002_me.wav
45, I'm going to get a beer.,0.8756902813911438,0 days 00:07:05.100000,0 days 00:07:06,03/16/22,220316_002_me.wav
46, So Junior stripper roast and strip roast.,0.7922412157058716,0 days 00:07:13.800000,0 days 00:07:21.600000,03/16/22,220316_002_me.wav
47," We got three sausages. Yeah, 33.",0.8033158183097839,0 days 00:07:25.600000,0 days 00:07:29.600000,03/16/22,220316_002_me.wav
48," yeah, and then",0.8306090235710144,0 days 00:07:39.900000,0 days 00:07:43.500000,03/16/22,220316_002_me.wav
49, What's matambre?,0.9876290559768677,0 days 00:07:44.900000,0 days 00:07:46,03/16/22,220316_002_me.wav
50, Awesome. Awesome. Muffin.,0.6399219036102295,0 days 00:07:47.700000,0 days 00:07:49.300000,03/16/22,220316_002_me.wav
51, Yeah.,0.8543752431869507,0 days 00:07:50.600000,0 days 00:07:52.200000,03/16/22,220316_002_me.wav
52," Not. Okay, that's good. And then too busy.",0.8040323257446289,0 days 00:07:53.500000,0 days 00:07:56.600000,03/16/22,220316_002_me.wav
53, 281.,0.5754568576812744,0 days 00:08:05.800000,0 days 00:08:07.300000,03/16/22,220316_002_me.wav
54, Coca-Cola.,0.9450718760490417,0 days 00:08:09.300000,0 days 00:08:11.400000,03/16/22,220316_002_me.wav
55, Coca-Cola.,0.9529018998146057,0 days 00:08:12.600000,0 days 00:08:13.400000,03/16/22,220316_002_me.wav
56, It's been cool.,0.5062792897224426,0 days 00:08:17.700000,0 days 00:08:21.500000,03/16/22,220316_002_me.wav
57," I don't think you said, so.",0.5874295234680176,0 days 00:08:32,0 days 00:08:34.800000,03/16/22,220316_002_me.wav
58, I do a guys take dollars. Do you think dollars by any chance?,0.7891692519187927,0 days 00:08:38.400000,0 days 00:08:47.400000,03/16/22,220316_002_me.wav
59, It wasn't. Are you guys taking the whole table or something? Q we don't we think about we can take it home.,0.8487265110015869,0 days 00:08:49.400000,0 days 00:09:03.200000,03/16/22,220316_002_me.wav
60, What's near me to eat?,0.9234113693237305,0 days 00:09:16.500000,0 days 00:09:18.500000,03/16/22,220316_002_me.wav
61, I will see what I waited for this whole time that we don't have any food. Or is that not enough?,0.8312632441520691,0 days 00:09:25.300000,0 days 00:09:38.400000,03/16/22,220316_002_me.wav
62, I can't do that one more time. I'm going to slap you. Are you able?,0.7985751628875732,0 days 00:09:39.800000,0 days 00:09:46.800000,03/16/22,220316_002_me.wav
63, Michigan Lake.,0.49600857496261597,0 days 00:10:08.700000,0 days 00:10:09.600000,03/16/22,220316_002_me.wav
64, I feel bad about it.,0.8059253692626953,0 days 00:10:21.700000,0 days 00:10:22.600000,03/16/22,220316_002_me.wav
65," Oh, man, I feel like such a kind of like, give me a call. I know it's all good.",0.8440626263618469,0 days 00:10:37.600000,0 days 00:10:42.200000,03/16/22,220316_002_me.wav
66, For the steel that shut off and thinking we eat. And then we pop it. When we eating you pop Harry. I wouldn't like. That was really like that came to Italy cost.,0.9176748991012573,0 days 00:10:46.700000,0 days 00:11:03.800000,03/16/22,220316_002_me.wav
67, Play fish that we have feelings. For me just said that I could take him home. I'm so happy. I'm walking back the shower.,0.9100070595741272,0 days 00:11:10.300000,0 days 00:11:38.500000,03/16/22,220316_002_me.wav
68, Almost 29th 2008 at like 6 last night and you would like not get me to call best happens when you. Like. I like already that was like 10 times more than what just the incline. Can you have a lot of food? You like to eat?,0.9462895393371582,0 days 00:11:44.300000,0 days 00:12:35.900000,03/16/22,220316_002_me.wav
69, I'm thinking about going and doing this and swallowing wasps not even kidding.,0.8451684713363647,0 days 00:12:38.600000,0 days 00:12:52.800000,03/16/22,220316_002_me.wav
70, Ultra Tan.,0.23678752779960632,0 days 00:12:59.800000,0 days 00:13:00.700000,03/16/22,220316_002_me.wav
71, Wallen.,0.7935506105422974,0 days 00:13:03,0 days 00:13:04.300000,03/16/22,220316_002_me.wav
72, Take it seriously. I just take it seriously at face value every single time.,0.9248420000076294,0 days 00:13:22.400000,0 days 00:13:29.200000,03/16/22,220316_002_me.wav
73," I just like both. And the thing is, I, then you have to like the thing. Isn't that? Like, the color of the drug test? Embarrassed. I got it. I know that. You like joking, like off. Joe can take everything seriously and I caught like",0.9330431818962097,0 days 00:13:33.100000,0 days 00:13:51.500000,03/16/22,220316_002_me.wav
74, I just it doesn't make any sense.,0.8814992308616638,0 days 00:13:55.900000,0 days 00:13:57.100000,03/16/22,220316_002_me.wav
75, I'm going to finish this whole book tonight.,0.9551164507865906,0 days 00:14:00.100000,0 days 00:14:01.700000,03/16/22,220316_002_me.wav
76," bicarbonate, real, like it's like the way you know, every single little",0.8233315348625183,0 days 00:14:03.500000,0 days 00:14:28.300000,03/16/22,220316_002_me.wav
77," I feel like an asshole though. I saw with the fat man. That could have been something other than an hour. It's on. Okay. The white is just like, look, like while we were broke. Just like, we just feel like broken up and like we had to end up like having sex. So confused and suffering and socks. I didn't like that. It precisely in the middle.",0.9275206327438354,0 days 00:14:31.500000,0 days 00:15:11.500000,03/16/22,220316_002_me.wav
78, Not a good time to ask him and be things. Like I just don't know how fly Squier that likely would like living in the city.,0.8670876026153564,0 days 00:15:19.500000,0 days 00:15:37.300000,03/16/22,220316_002_me.wav
79, 7. Do you know if there's any,0.7291932702064514,0 days 00:15:42.900000,0 days 00:15:45.100000,03/16/22,220316_002_me.wav
80, Sedate.,0.8522205948829651,0 days 00:15:46.900000,0 days 00:15:47.600000,03/16/22,220316_002_me.wav
